Rank,Name,Platform,Year,Publisher,NA_Sales
12511,8129,10,1998.0,525,0.05
12512,10783,10,1998.0,509,0.05
12513,5616,21,1997.0,85,0.0
12514,5914,10,1998.0,177,0.05
12515,1131,10,1998.0,17,0.05
12516,9059,10,1998.0,223,0.05
12517,7374,10,2000.0,536,0.05
12518,11197,7,2002.0,525,0.05
12519,7495,19,,577,0.06
12520,9944,20,2014.0,358,0.0
12521,866,30,2015.0,381,0.05
12522,8787,2,2012.0,347,0.0
12523,4265,29,2004.0,66,0.04
12524,10287,6,2005.0,101,0.04
12525,2075,18,2016.0,21,0.01
12526,3813,19,2006.0,21,0.05
12527,8605,4,2007.0,566,0.06
12528,9476,13,1992.0,138,0.0
12529,2141,28,2014.0,347,0.04
12530,3297,4,2007.0,325,0.06
12531,4248,4,2009.0,88,0.06
12532,7435,19,2010.0,275,0.0
12533,1558,16,,530,0.03
12534,8004,4,2008.0,523,0.06
12535,7217,26,2010.0,530,0.03
12536,4425,26,2010.0,430,0.04
12537,4900,15,1999.0,101,0.03
12538,1189,19,2006.0,23,0.06
12539,11260,19,2006.0,275,0.05
12540,11187,21,1994.0,446,0.0
12541,10388,2,2013.0,347,0.0
12542,6678,13,2009.0,138,0.0
12543,11455,13,2003.0,323,0.03
12544,5229,4,2008.0,21,0.06
12545,1584,16,2006.0,137,0.03
12546,5994,16,2004.0,347,0.03
12547,1915,30,2015.0,367,0.03
12548,7728,6,2004.0,566,0.04
12549,1698,13,2010.0,138,0.04
12550,3779,6,2002.0,441,0.04
12551,4332,19,2007.0,482,0.0
12552,11451,13,2004.0,323,0.0
12553,3090,19,2008.0,85,0.0
12554,11395,4,2009.0,432,0.0
12555,8068,26,2010.0,224,0.06
12556,10165,4,2008.0,39,0.06
12557,7387,4,2008.0,500,0.06
12558,10380,28,2012.0,6,0.03
12559,4648,2,2012.0,494,0.06
12560,1286,19,2006.0,558,0.05
12561,3269,6,2005.0,566,0.04
12562,3537,20,2015.0,98,0.0
12563,7049,16,2006.0,251,0.0
12564,2212,26,2014.0,126,0.0
12565,543,17,2016.0,500,0.0
12566,8308,4,2010.0,122,0.06
12567,11154,19,2005.0,275,0.05
12568,11041,16,2000.0,500,0.0
12569,6868,6,2003.0,488,0.04
12570,5646,4,2010.0,162,0.0
12571,2860,29,2004.0,323,0.04
12572,7822,22,1994.0,446,0.0
12573,2591,27,2013.0,85,0.05
12574,5093,13,2008.0,549,0.02
12575,535,20,2015.0,500,0.0
12576,9127,19,2010.0,47,0.0
12577,4318,4,2010.0,525,0.05
12578,7543,16,2007.0,347,0.0
12579,4998,15,2002.0,347,0.03
12580,5787,16,2009.0,135,0.0
12581,10447,30,2016.0,525,0.02
12582,4428,4,2007.0,473,0.05
12583,9642,4,2005.0,275,0.05
12584,1350,26,2011.0,53,0.06
12585,5804,19,2006.0,53,0.05
12586,8704,17,2009.0,456,0.0
12587,59,15,1995.0,413,0.03
12588,4073,6,2005.0,109,0.04
12589,2934,4,2006.0,138,0.05
12590,7865,7,2003.0,85,0.05
12591,1056,6,2002.0,60,0.04
12592,571,26,2011.0,502,0.05
12593,9268,20,2016.0,347,0.0
12594,9667,21,1995.0,564,0.0
12595,4837,7,2002.0,21,0.05
12596,4465,4,2009.0,379,0.0
12597,8207,28,2014.0,120,0.03
12598,4244,19,2012.0,347,0.0
12599,2371,2,2015.0,166,0.0
12600,10475,16,2005.0,500,0.03
12601,4539,4,2011.0,430,0.0
12602,8972,29,2005.0,494,0.04
12603,11406,4,2007.0,137,0.05
12604,5842,2,2013.0,263,0.0
12605,4680,28,2008.0,137,0.05
12606,11194,29,2003.0,446,0.04
12607,11484,13,2010.0,275,0.0
12608,1689,4,2007.0,395,0.05
12609,412,20,2014.0,39,0.03
12610,5459,2,2014.0,347,0.0
12611,7304,19,2005.0,232,0.05
12612,5498,20,2014.0,347,0.0
12613,2497,16,2001.0,4,0.03
12614,5276,2,2014.0,299,0.0
12615,2136,4,2005.0,53,0.05
12616,1870,26,2010.0,296,0.06
12617,1030,26,2009.0,461,0.05
12618,365,2,2016.0,347,0.0
12619,7763,16,2006.0,6,0.0
12620,414,16,2004.0,232,0.03
12621,9520,4,2006.0,359,0.0
12622,11063,4,2008.0,275,0.03
12623,7161,4,2011.0,525,0.05
12624,8133,13,2007.0,488,0.01
12625,586,6,2004.0,53,0.04
12626,10513,29,2004.0,126,0.04
12627,9147,19,2012.0,7,0.0
12628,1260,26,,446,0.05
12629,3517,4,2008.0,347,0.0
12630,2766,4,2008.0,347,0.0
12631,9822,16,2006.0,347,0.03
12632,3531,26,2011.0,101,0.05
12633,9411,17,2016.0,347,0.0
12634,3400,15,1999.0,413,0.03
12635,4903,15,1996.0,17,0.03
12636,275,19,2012.0,347,0.0
12637,7377,1,1995.0,275,0.0
12638,178,11,1989.0,208,0.06
12639,7653,4,2010.0,347,0.0
12640,3485,17,2015.0,502,0.02
12641,1234,28,2010.0,21,0.05
12642,10927,28,2008.0,500,0.04
12643,9860,28,2007.0,21,0.05
12644,7686,6,2004.0,566,0.04
12645,4546,4,2012.0,430,0.0
12646,7566,18,2016.0,465,0.0
12647,9482,16,2010.0,456,0.03
12648,6544,29,2005.0,66,0.04
12649,10194,4,2007.0,138,0.05
12650,1828,16,2008.0,387,0.0
12651,9611,21,1996.0,346,0.0
12652,6688,19,2012.0,347,0.0
12653,1030,28,2009.0,461,0.05
12654,7395,23,1993.0,275,0.0
12655,4161,4,2006.0,275,0.05
12656,1051,15,1997.0,275,0.03
12657,10043,13,2009.0,138,0.0
12658,4807,4,2010.0,301,0.0
12659,6275,29,2002.0,525,0.04
12660,10934,28,2011.0,500,0.0
12661,3860,19,2007.0,201,0.0
12662,6579,4,2005.0,296,0.05
12663,1161,16,2006.0,275,0.03
12664,4815,4,2007.0,493,0.0
12665,1455,4,2008.0,465,0.0
12666,10797,19,2011.0,109,0.0
12667,3071,29,2002.0,500,0.04
12668,3239,26,,530,0.05
12669,10298,16,2006.0,525,0.03
12670,10671,16,2006.0,137,0.03
12671,3532,19,2005.0,324,0.05
12672,9644,5,1991.0,275,0.0
12673,3675,4,2010.0,275,0.05
12674,10073,13,2005.0,138,0.01
12675,7582,4,2011.0,430,0.04
12676,7866,7,2003.0,85,0.04
12677,5380,4,2008.0,494,0.05
12678,7804,4,2008.0,525,0.05
12679,11107,26,2009.0,112,0.04
12680,9750,27,2014.0,21,0.03
12681,11300,20,2015.0,362,0.0
12682,7797,15,1998.0,437,0.0
12683,4675,4,2009.0,122,0.06
12684,10717,17,2008.0,232,0.05
12685,9251,2,2016.0,361,0.0
12686,3955,13,2001.0,138,0.01
12687,5948,19,2009.0,456,0.0
12688,8347,4,2006.0,461,0.05
12689,1342,29,2004.0,138,0.04
12690,6203,13,2014.0,465,0.0
12691,8045,18,2015.0,500,0.01
12692,6836,4,2011.0,176,0.0
12693,392,4,2008.0,316,0.05
12694,10688,18,2015.0,37,0.0
12695,7919,28,2013.0,120,0.04
12696,1110,21,1998.0,446,0.0
12697,5535,16,2007.0,362,0.03
12698,4809,4,2010.0,493,0.0
12699,4390,15,1999.0,246,0.03
12700,11444,6,2001.0,275,0.04
12701,359,15,2000.0,241,0.03
12702,9652,23,1992.0,275,0.0
12703,2740,16,2002.0,125,0.0
12704,7400,26,2008.0,325,0.03
12705,5954,13,2009.0,138,0.0
12706,850,19,2006.0,53,0.05
12707,9698,6,2003.0,53,0.04
12708,4644,19,2006.0,446,0.0
12709,5665,17,2011.0,152,0.05
12710,3404,16,2000.0,500,0.0
12711,5969,28,,347,0.0
12712,1606,29,2005.0,436,0.04
12713,1376,20,2014.0,465,0.0
12714,10322,7,2006.0,525,0.04
12715,8426,19,2011.0,275,0.0
12716,4808,4,2009.0,493,0.0
12717,7911,4,2008.0,362,0.05
12718,10236,13,2006.0,488,0.01
12719,10882,4,2007.0,85,0.0
12720,2832,19,2009.0,347,0.0
12721,881,16,2007.0,456,0.0
12722,8262,16,2004.0,446,0.03
12723,4758,16,2006.0,347,0.0
12724,5797,15,2001.0,241,0.03
12725,11410,15,1995.0,372,0.03
12726,2950,7,2005.0,138,0.04
12727,10528,16,2001.0,456,0.02
12728,8095,18,2015.0,525,0.0
12729,5286,7,2003.0,21,0.04
12730,211,7,2002.0,17,0.04
12731,6764,18,2015.0,500,0.03
12732,2609,13,1999.0,138,0.0
12733,10749,7,2005.0,85,0.04
12734,9986,28,2006.0,138,0.0
12735,4745,4,2007.0,500,0.0
12736,2607,4,2007.0,430,0.05
12737,7526,20,2012.0,275,0.0
12738,8281,17,2015.0,500,0.0
12739,7320,4,2006.0,53,0.05
12740,2933,4,2005.0,138,0.05
12741,8155,26,2009.0,347,0.0
12742,1053,15,1997.0,456,0.03
12743,7586,16,2005.0,304,0.03
12744,3880,19,2012.0,230,0.0
12745,11210,7,2002.0,21,0.04
12746,2303,20,2013.0,456,0.01
12747,4124,16,2007.0,109,0.0
12748,9498,16,2004.0,91,0.03
12749,3584,2,2012.0,281,0.0
12750,2396,29,2002.0,325,0.04
12751,10309,29,,530,0.04
12752,3677,13,2006.0,257,0.0
12753,10282,17,2014.0,28,0.03
12754,8341,6,2005.0,566,0.04
12755,2168,4,2009.0,57,0.05
12756,3088,20,2012.0,263,0.0
12757,10007,4,2010.0,370,0.02
12758,3577,19,2013.0,347,0.0
12759,4869,26,2010.0,57,0.05
12760,9983,16,2010.0,549,0.03
12761,8065,26,2009.0,461,0.05
12762,2366,23,1995.0,148,0.0
12763,6274,21,1994.0,477,0.0
12764,2905,13,2010.0,91,0.0
12765,10246,19,2011.0,263,0.0
12766,9134,15,1996.0,330,0.03
12767,9992,13,2012.0,112,0.0
12768,8735,13,2011.0,153,0.0
12769,336,16,2000.0,500,0.0
12770,2553,4,2009.0,120,0.05
12771,2281,4,2009.0,6,0.05
12772,1866,7,2005.0,359,0.0
12773,100,16,2000.0,324,0.0
12774,5784,4,2007.0,347,0.0
12775,6136,6,2002.0,488,0.04
12776,2688,16,2002.0,275,0.03
12777,9693,4,2009.0,275,0.0
12778,4915,16,2008.0,146,0.0
12779,3652,15,2000.0,525,0.03
12780,6370,29,2006.0,138,0.04
12781,1425,15,1998.0,492,0.0
12782,3821,19,2006.0,53,0.05
12783,708,6,2002.0,545,0.04
12784,5404,18,2015.0,367,0.0
12785,11388,2,2011.0,347,0.0
12786,5912,6,2004.0,296,0.04
12787,4842,2,2011.0,20,0.0
12788,4134,4,2009.0,70,0.05
12789,9906,12,1996.0,437,0.0
12790,3326,16,2005.0,549,0.03
12791,5528,4,2008.0,102,0.0
12792,582,16,2007.0,53,0.03
12793,1630,26,2009.0,109,0.05
12794,3823,21,1995.0,55,0.0
12795,4316,4,2009.0,525,0.05
12796,2539,19,2010.0,109,0.0
12797,10307,7,2004.0,525,0.04
12798,2751,15,1997.0,456,0.03
12799,8915,4,2008.0,77,0.05
12800,10361,17,2015.0,21,0.04
12801,10858,15,1995.0,17,0.03
12802,3922,18,2015.0,69,0.0
12803,1179,6,2004.0,21,0.04
12804,3701,18,2015.0,362,0.02
12805,5725,21,1997.0,85,0.0
12806,10689,16,2002.0,53,0.03
12807,6823,18,2014.0,500,0.0
12808,10984,29,2003.0,137,0.04
12809,3411,4,,91,0.04
12810,7536,2,2011.0,347,0.0
12811,4327,15,1996.0,253,0.03
12812,6246,26,2008.0,53,0.04
12813,8756,26,2010.0,461,0.05
12814,310,7,2004.0,446,0.04
12815,8350,29,2002.0,486,0.04
12816,4610,3,2000.0,275,0.0
12817,1277,16,2004.0,60,0.03
12818,10281,19,2010.0,55,0.0
12819,161,19,2006.0,21,0.05
12820,1985,19,2006.0,275,0.05
12821,3859,28,2008.0,187,0.05
12822,6148,16,2005.0,456,0.03
12823,5164,27,2015.0,367,0.03
12824,5085,19,2013.0,263,0.0
12825,65,13,2009.0,303,0.0
12826,8555,21,1998.0,446,0.0
12827,1260,4,,446,0.05
12828,231,13,2011.0,265,0.0
12829,11200,6,2002.0,525,0.04
12830,5686,6,2002.0,348,0.04
12831,5691,13,2007.0,138,0.0
12832,6532,28,2015.0,138,0.05
12833,3190,16,2006.0,85,0.03
12834,8943,29,2003.0,17,0.04
12835,2576,4,2008.0,257,0.05
12836,7816,6,2005.0,53,0.04
12837,4761,18,2016.0,347,0.0
12838,4269,13,2011.0,525,0.0
12839,3590,29,2003.0,17,0.04
12840,10661,4,2008.0,142,0.04
12841,5950,4,2010.0,347,0.0
12842,10778,19,2007.0,446,0.02
12843,956,16,2002.0,85,0.03
12844,11260,4,2006.0,275,0.05
12845,6535,15,1997.0,542,0.03
12846,6887,15,1996.0,521,0.03
12847,5184,4,2009.0,510,0.0
12848,8260,19,2008.0,462,0.0
12849,7493,4,2008.0,6,0.04
12850,1644,26,2009.0,330,0.0
12851,7200,7,2003.0,446,0.04
12852,8281,20,2015.0,500,0.0
12853,2591,17,2013.0,85,0.01
12854,3353,4,2008.0,465,0.0
12855,5953,20,2015.0,446,0.0
12856,2585,16,2002.0,456,0.03
12857,80,4,2011.0,57,0.02
12858,6478,7,2001.0,17,0.04
12859,8234,20,2015.0,264,0.0
12860,5963,4,2008.0,461,0.05
12861,8587,20,2015.0,28,0.01
12862,6202,13,2009.0,160,0.0
12863,10791,4,2010.0,381,0.04
12864,11031,6,2003.0,121,0.04
12865,5545,16,2006.0,53,0.03
12866,5153,4,2010.0,128,0.05
12867,8385,29,2002.0,446,0.04
12868,3875,16,2010.0,230,0.0
12869,10735,26,2009.0,402,0.05
12870,912,7,2002.0,137,0.04
12871,6340,28,2016.0,494,0.04
12872,8539,19,2010.0,500,0.0
12873,3358,13,2010.0,465,0.05
12874,1303,29,2004.0,198,0.04
12875,927,29,2003.0,566,0.04
12876,5668,19,2011.0,347,0.0
12877,3424,19,2011.0,462,0.0
12878,10824,16,2001.0,275,0.03
12879,995,15,1998.0,275,0.03
12880,2638,29,2005.0,500,0.04
12881,7790,26,,530,0.05
12882,2991,6,2004.0,347,0.0
12883,2942,6,2002.0,138,0.04
12884,6654,16,2004.0,500,0.03
12885,175,27,2015.0,286,0.03
12886,2015,26,2008.0,568,0.05
12887,880,16,2006.0,456,0.0
12888,7910,16,2001.0,456,0.03
12889,3674,2,2015.0,551,0.05
12890,5383,29,2006.0,325,0.04
12891,8016,4,2009.0,39,0.05
12892,4478,4,2008.0,525,0.05
12893,8280,20,2015.0,500,0.0
12894,4643,4,2006.0,446,0.0
12895,10578,29,2004.0,138,0.04
12896,5314,6,2002.0,491,0.04
12897,5518,26,2009.0,296,0.05
12898,8466,7,2003.0,347,0.0
12899,8259,15,2002.0,347,0.0
12900,8254,4,2010.0,530,0.04
12901,1905,13,2016.0,347,0.0
12902,5685,7,2003.0,525,0.04
12903,10305,13,2010.0,525,0.0
12904,11398,29,2002.0,241,0.04
12905,4632,23,1995.0,384,0.0
12906,412,28,2011.0,381,0.0
12907,1129,16,2002.0,324,0.0
12908,8727,16,2003.0,278,0.03
12909,7606,26,2009.0,446,0.0
12910,355,4,2010.0,21,0.05
12911,4289,4,2010.0,525,0.05
12912,8086,28,2015.0,69,0.0
12913,6461,29,2003.0,325,0.04
12914,5508,19,2011.0,494,0.05
12915,10684,20,2016.0,78,0.0
12916,7463,26,2013.0,347,0.0
12917,6172,16,,530,0.03
12918,6721,2,2015.0,166,0.0
12919,11467,2,2013.0,347,0.0
12920,6831,20,2014.0,500,0.0
12921,4076,15,1995.0,138,0.03
12922,10733,13,2009.0,112,0.0
12923,843,4,2009.0,200,0.05
12924,10432,28,,160,0.0
12925,10864,29,2003.0,21,0.04
12926,10448,4,2010.0,525,0.03
12927,11438,18,2016.0,525,0.0
12928,2314,26,2007.0,366,0.05
12929,2364,23,1993.0,148,0.0
12930,8258,16,2006.0,347,0.03
12931,2565,6,,530,0.04
12932,9650,17,2016.0,21,0.01
12933,4818,4,2007.0,493,0.0
12934,10687,20,2016.0,37,0.0
12935,1378,20,2015.0,7,0.0
12936,3084,15,1999.0,438,0.03
12937,5813,4,2010.0,224,0.0
12938,2032,4,2009.0,14,0.0
12939,4666,15,1997.0,203,0.03
12940,2926,13,2016.0,138,0.0
12941,5945,2,2012.0,347,0.0
12942,11050,17,2014.0,500,0.0
12943,4928,29,2004.0,275,0.04
12944,2290,28,2010.0,430,0.0
12945,659,15,1999.0,347,0.03
12946,10577,28,2007.0,138,0.04
12947,2628,8,1993.0,446,0.0
12948,4219,13,2011.0,66,0.03
12949,1437,17,2012.0,347,0.0
12950,413,18,2015.0,367,0.04
12951,7140,19,2012.0,55,0.0
12952,2516,29,2002.0,525,0.04
12953,3760,16,2006.0,430,0.0
12954,9773,13,2013.0,494,0.0
12955,6276,29,2005.0,525,0.04
12956,1749,2,2016.0,359,0.0
12957,9450,26,2010.0,52,0.05
12958,7056,23,1993.0,90,0.0
12959,6291,26,2007.0,409,0.05
12960,10440,30,2015.0,525,0.05
12961,10015,16,2004.0,42,0.03
12962,6890,20,2015.0,109,0.0
12963,221,19,2009.0,200,0.05
12964,1462,13,2011.0,390,0.0
12965,265,4,2009.0,402,0.05
12966,10775,7,2002.0,446,0.01
12967,4764,4,2009.0,109,0.05
12968,1520,4,2007.0,182,0.03
12969,9557,19,2007.0,122,0.05
12970,3092,19,2009.0,85,0.0
12971,5850,19,2007.0,232,0.02
12972,9671,4,2006.0,165,0.03
12973,3483,22,1994.0,446,0.0
12974,2259,7,2002.0,525,0.04
12975,11447,4,2008.0,257,0.05
12976,4647,16,2006.0,347,0.0
12977,9883,28,2011.0,347,0.0
12978,7021,19,2006.0,109,0.04
12979,6180,26,2009.0,72,0.0
12980,7453,16,2004.0,152,0.03
12981,2556,4,2008.0,128,0.05
12982,7544,16,2008.0,275,0.0
12983,10533,4,2007.0,365,0.05
12984,8540,19,2009.0,500,0.0
12985,7383,4,2008.0,137,0.05
12986,6960,29,2003.0,446,0.04
12987,5164,16,2005.0,257,0.03
12988,7239,7,2003.0,199,0.04
12989,1963,18,2016.0,500,0.0
12990,4425,4,2010.0,430,0.04
12991,2985,29,2004.0,56,0.04
12992,9172,4,2006.0,182,0.05
12993,5020,19,2012.0,263,0.0
12994,4354,29,2003.0,91,0.04
12995,4243,26,2009.0,378,0.05
12996,2298,4,2008.0,470,0.05
12997,10624,29,2004.0,6,0.04
12998,7718,29,2002.0,21,0.04
12999,7239,6,2003.0,488,0.04
13000,5308,28,2010.0,275,0.05
13001,7381,4,2007.0,137,0.0
13002,6651,17,2014.0,362,0.03
13003,7253,7,2005.0,101,0.04
13004,3102,16,2002.0,456,0.03
13005,6103,28,2010.0,6,0.05
13006,9169,20,2015.0,362,0.02
13007,224,4,2007.0,149,0.05
13008,727,4,2006.0,121,0.05
13009,7498,4,2007.0,137,0.05
13010,10234,15,1998.0,479,0.03
13011,9514,4,2010.0,224,0.0
13012,8492,16,2002.0,4,0.03
13013,7675,4,2010.0,146,0.0
13014,10819,18,2015.0,69,0.0
13015,2715,18,2015.0,559,0.02
13016,9754,4,2009.0,494,0.05
13017,2531,4,2008.0,446,0.0
13018,9494,19,2010.0,461,0.05
13019,8996,20,2015.0,21,0.03
13020,5130,23,1991.0,269,0.0
13021,6580,4,2008.0,91,0.03
13022,7566,20,2016.0,465,0.0
13023,5887,13,2007.0,323,0.0
13024,10492,19,2010.0,456,0.0
13025,6111,13,2015.0,549,0.01
13026,5651,4,2006.0,359,0.0
13027,5324,20,2015.0,298,0.0
13028,6095,6,2003.0,232,0.04
13029,8638,6,2005.0,53,0.04
13030,11045,19,2010.0,500,0.0
13031,507,18,2016.0,6,0.0
13032,676,15,2001.0,525,0.03
13033,8403,16,2008.0,85,0.0
13034,7291,13,2009.0,407,0.0
13035,10383,4,2006.0,494,0.05
13036,2369,4,2006.0,446,0.0
13037,6927,4,2007.0,55,0.05
13038,3869,17,2010.0,230,0.02
13039,2304,4,2007.0,438,0.0
13040,9105,13,2005.0,288,0.0
13041,9126,19,2010.0,47,0.0
13042,2944,6,2003.0,138,0.04
13043,442,19,2004.0,6,0.05
13044,2387,16,2002.0,56,0.03
13045,762,13,2008.0,407,0.01
13046,9189,13,2016.0,85,0.0
13047,5226,16,2009.0,412,0.0
13048,2788,28,2014.0,347,0.02
13049,2549,26,2009.0,567,0.05
13050,2260,7,2002.0,138,0.04
13051,9687,4,2004.0,275,0.0
13052,8489,13,2014.0,160,0.0
13053,4523,26,2007.0,53,0.05
13054,9272,4,2009.0,347,0.0
13055,8360,4,2008.0,120,0.04
13056,9529,15,2001.0,399,0.0
13057,707,17,,513,0.0
13058,7213,29,2002.0,393,0.03
13059,5800,13,2011.0,1,0.01
13060,3217,4,2011.0,53,0.05
13061,11279,16,2001.0,500,0.02
13062,2865,15,1999.0,241,0.03
13063,4292,4,2009.0,525,0.05
13064,7152,4,2010.0,122,0.05
13065,8351,4,2005.0,21,0.05
13066,9884,17,2011.0,347,0.0
13067,480,15,2000.0,506,0.03
13068,10182,15,1998.0,498,0.03
13069,10126,3,2000.0,446,0.0
13070,9879,4,2009.0,347,0.0
13071,4886,4,2011.0,530,0.05
13072,1411,18,2014.0,525,0.0
13073,6991,19,2006.0,21,0.05
13074,4800,26,2009.0,367,0.03
13075,597,19,2012.0,347,0.0
13076,8252,26,2010.0,53,0.05
13077,10241,20,2015.0,37,0.0
13078,9519,4,2006.0,359,0.0
13079,8615,7,2003.0,486,0.04
13080,6039,7,2003.0,525,0.04
13081,608,15,1998.0,255,0.0
13082,1214,20,2016.0,166,0.0
13083,9146,20,2015.0,381,0.0
13084,4858,4,2007.0,347,0.0
13085,6517,10,1999.0,275,0.05
13086,5217,28,2009.0,323,0.0
13087,374,4,2009.0,419,0.0
13088,2612,4,2009.0,160,0.05
13089,8355,7,2004.0,91,0.04
13090,7218,15,1995.0,456,0.03
13091,10768,21,1995.0,446,0.0
13092,7602,6,2001.0,446,0.04
13093,5608,19,2010.0,14,0.0
13094,9318,20,2014.0,347,0.0
13095,4770,16,2006.0,20,0.0
13096,7756,7,2002.0,275,0.0
13097,10118,18,2016.0,160,0.01
13098,766,20,2012.0,109,0.02
13099,4961,16,2006.0,275,0.0
13100,4207,26,2009.0,6,0.04
13101,9452,4,2008.0,531,0.05
13102,5955,13,2016.0,138,0.01
13103,4624,6,2003.0,486,0.04
13104,5694,16,2005.0,138,0.0
13105,5122,13,2014.0,549,0.0
13106,252,29,2004.0,17,0.04
13107,9389,26,2009.0,347,0.0
13108,7004,27,2013.0,347,0.04
13109,2688,7,2002.0,275,0.04
13110,11057,17,2011.0,112,0.0
13111,6980,16,2006.0,446,0.02
13112,935,10,2000.0,542,0.04
13113,5840,4,2011.0,530,0.0
13114,281,10,1999.0,525,0.04
13115,4054,10,2000.0,509,0.04
13116,2586,10,1997.0,224,0.04
13117,3115,10,1999.0,238,0.04
13118,1359,10,1998.0,241,0.04
13119,6847,4,2007.0,462,0.0
13120,7050,16,2007.0,251,0.0
13121,11053,17,2009.0,500,0.0
13122,481,29,2003.0,330,0.04
13123,8751,23,1995.0,347,0.0
13124,6225,26,2009.0,67,0.0
13125,9146,18,2015.0,381,0.0
13126,175,30,2015.0,286,0.02
13127,1954,15,1999.0,12,0.03
13128,11047,17,2013.0,500,0.0
13129,2114,13,2009.0,91,0.0
13130,2091,4,2012.0,347,0.0
13131,2398,6,2003.0,355,0.04
13132,8348,26,2007.0,568,0.04
13133,532,20,2013.0,362,0.0
13134,3773,4,2006.0,296,0.05
13135,1906,7,2002.0,488,0.04
13136,8722,13,2010.0,303,0.0
13137,6872,4,2010.0,347,0.0
13138,3545,4,2008.0,232,0.05
13139,10543,6,2002.0,296,0.04
13140,8402,18,2015.0,85,0.0
13141,10897,13,2004.0,488,0.01
13142,8571,19,2006.0,347,0.0
13143,4117,23,1994.0,535,0.0
13144,1632,19,2010.0,7,0.0
13145,9993,4,2011.0,530,0.0
13146,1443,15,1996.0,413,0.03
13147,3859,17,2008.0,187,0.05
13148,9994,6,2003.0,21,0.04
13149,4831,23,1993.0,332,0.0
13150,11263,28,2014.0,500,0.03
13151,3958,16,2004.0,500,0.0
13152,1533,7,2005.0,198,0.04
13153,6664,13,2006.0,138,0.0
13154,7842,19,2006.0,348,0.05
13155,496,4,2008.0,525,0.03
13156,7270,26,2009.0,461,0.05
13157,3766,2,2012.0,281,0.0
13158,9863,17,,452,0.0
13159,6768,28,2012.0,323,0.02
13160,2624,19,2010.0,14,0.0
13161,10571,6,2005.0,566,0.04
13162,1300,4,2006.0,182,0.04
13163,10261,16,2006.0,275,0.0
13164,3385,19,2010.0,462,0.0
13165,158,26,2011.0,347,0.04
13166,4145,16,2007.0,446,0.0
13167,11354,4,2006.0,275,0.0
13168,9199,16,2001.0,324,0.02
13169,2776,13,2001.0,545,0.0
13170,1438,2,2013.0,465,0.0
13171,598,21,1995.0,446,0.0
13172,7505,18,2016.0,160,0.0
13173,8168,15,1996.0,347,0.0
13174,8027,7,2003.0,269,0.04
13175,8780,4,2008.0,523,0.05
13176,5409,30,2016.0,328,0.02
13177,10778,28,2007.0,446,0.03
13178,751,16,2000.0,275,0.0
13179,11374,4,2007.0,275,0.0
13180,4218,16,2006.0,198,0.02
13181,3319,13,2003.0,323,0.02
13182,11102,16,2001.0,128,0.02
13183,6936,13,2009.0,91,0.01
13184,5336,16,2007.0,6,0.0
13185,3382,26,2007.0,491,0.05
13186,6041,4,2008.0,510,0.04
13187,298,29,2003.0,488,0.04
13188,752,16,2001.0,275,0.0
13189,3388,4,2008.0,64,0.0
13190,3403,2,2012.0,191,0.0
13191,5102,13,2009.0,21,0.02
13192,7634,26,2012.0,359,0.0
13193,5392,19,2006.0,21,0.04
13194,472,6,2004.0,221,0.03
13195,4208,4,2008.0,275,0.0
13196,9850,26,2006.0,325,0.04
13197,1478,19,2011.0,362,0.0
13198,10985,7,2002.0,545,0.04
13199,8438,13,2010.0,549,0.05
13200,7255,6,2002.0,232,0.03
13201,5508,16,2011.0,494,0.02
13202,1294,6,2004.0,296,0.03
13203,7446,15,2000.0,241,0.03
13204,10987,17,2010.0,37,0.0
13205,3968,4,2008.0,500,0.0
13206,8573,15,1998.0,179,0.0
13207,8169,26,2006.0,347,0.0
13208,8969,4,2008.0,122,0.05
13209,9297,6,2001.0,525,0.03
13210,9494,4,2010.0,461,0.05
13211,174,17,2013.0,109,0.02
13212,11457,6,2002.0,17,0.03
13213,9220,16,2001.0,509,0.02
13214,10997,26,2011.0,381,0.04
13215,6332,3,1999.0,446,0.0
13216,1772,4,2007.0,275,0.0
13217,854,30,2015.0,500,0.03
13218,9209,21,1996.0,55,0.0
13219,11136,7,2005.0,23,0.04
13220,4565,23,1995.0,275,0.0
13221,9319,23,1995.0,492,0.0
13222,11059,26,2010.0,515,0.02
13223,4453,16,2010.0,275,0.0
13224,4653,15,1995.0,521,0.03
13225,738,4,2011.0,471,0.04
13226,6706,19,2008.0,230,0.04
13227,6668,13,2003.0,138,0.0
13228,2392,2,2015.0,30,0.0
13229,7844,6,2002.0,60,0.03
13230,11199,13,2010.0,497,0.0
13231,9116,13,1998.0,21,0.0
13232,5022,16,2008.0,562,0.0
13233,6745,4,2007.0,488,0.04
13234,6340,17,2016.0,494,0.03
13235,877,19,2009.0,230,0.04
13236,6186,16,2005.0,347,0.02
13237,4835,21,1995.0,449,0.0
13238,3194,16,2004.0,456,0.02
13239,647,6,2006.0,488,0.03
13240,6729,16,2002.0,230,0.0
13241,4810,4,2008.0,493,0.0
13242,3746,16,2007.0,500,0.01
13243,4431,23,1996.0,224,0.0
13244,1258,3,2001.0,85,0.0
13245,3657,21,1994.0,446,0.0
13246,1703,29,2005.0,275,0.04
13247,10267,4,2007.0,275,0.0
13248,7601,20,2013.0,481,0.02
13249,8088,29,2005.0,138,0.04
13250,7991,6,2003.0,21,0.03
13251,9555,29,2005.0,142,0.04
13252,3041,13,2004.0,525,0.0
